rating,title,text,date
5,(No title),good,2026-06-22
5,(No title),good 👍,2026-06-22
5,(No title),good,2026-06-22
5,(No title),nice app,2026-06-22
5,(No title),user friendly,2026-06-22
4,(No title),good,2026-06-22
4,(No title),good,2026-06-22
1,(No title),very bad,2026-06-22
5,(No title),very best app aap bhi use karo samajh mein a jaega achcha hai ki Bura Hai Baki to mere hisab se bahut achcha hai,2026-06-22
3,(No title),Easy to use,2026-06-22
3,(No title),thanks app ke baje se mujhe bahut Achcha response mila hai,2026-06-22
4,(No title),this is better trading or investing flatform than other,2026-06-22
5,(No title),very nice,2026-06-22
5,(No title),Better service providers,2026-06-22
5,(No title),good,2026-06-22
5,(No title),Nive hai bhai,2026-06-22
5,(No title),easy to understand flexibility,2026-06-22
5,(No title),FnO previous interface was good. new layout is not showing the overview which is difficult to understand. please revert the changes for option,2026-06-22
5,(No title),Groww app चलाने में आसान है और अगर कोई problem होतो coustmor care बहुत अच्छे से बात सुनते है और Problem solve करने में पूरी मदद करते हैं🙏 धन्यवाद🙏,2026-06-22
5,(No title),I likes this,2026-06-22
5,(No title),nice,2026-06-22
5,(No title),😊👍,2026-06-22
5,(No title),excellent,2026-06-22
5,(No title),"overall good app only thing is we cant clone or run two groww app..as like kite, dhan.. provide",2026-06-22
5,(No title),ok,2026-06-22
4,(No title),The portfolio analysis system needs to be improved. It needs to calculate values and show visual representations more accurately and in a better way.,2026-06-22
5,(No title),nice app for treading,2026-06-22
1,(No title),Worst App. Team support is 0/100. No query gets resolved and just marks The query asreaolved. Ronak and Karan and the rest Team Is delaying my Transfer Cum closure process since morning tha two weeks and widout helping with the process they are rejecting my application and telling me it ok if you loose on the profit. GUYS PLEASE DO JOT INSTALL THIS APP. I am filing a complaint wid Sebi against groww team.,2026-06-22
5,(No title),very good,2026-06-22
1,(No title),bekar hai intraday position automatic cut ho jatti hai sl tar rotate karne ke baad,2026-06-22
4,(No title),good,2026-06-22
5,(No title),ok,2026-06-22
4,(No title),good,2026-06-22
5,(No title),best Groww,2026-06-22
5,(No title),Good app,2026-06-22
5,(No title),👍,2026-06-22
5,(No title),🚀,2026-06-22
5,(No title),very good service...👍🏻,2026-06-22
1,(No title),price sl tak aya nehi lakin fir v sl laggai... castomar care se v koi ...madat nehi🙂‍↕️,2026-06-22
5,(No title),good,2026-06-22
5,(No title),Nice performance groww aap,2026-06-22
5,(No title),good,2026-06-22
5,(No title),good,2026-06-22
5,(No title),good,2026-06-22
5,(No title),smooth and first service. good system and good service,2026-06-22
5,(No title),best app,2026-06-22
5,(No title),very nice app to buy and sell the shares process is very simple to understand and app was running very smooth.,2026-06-22
5,(No title),good,2026-06-22
5,(No title),Good,2026-06-22
5,(No title),good,2026-06-22
5,(No title),Nice,2026-06-22
5,(No title),best,2026-06-22
5,(No title),Groww is very simpal aap,2026-06-22
5,(No title),good app for Investment for funds and shares,2026-06-22
5,(No title),best stock market app,2026-06-22
5,(No title),good experience,2026-06-22
1,(No title),good,2026-06-22
5,(No title),all applications functions are easy,2026-06-22
5,(No title),nice,2026-06-22
5,(No title),excellent 👌,2026-06-22
2,(No title),still the problem is same the chart is not getting loaded on time,2026-06-22
5,(No title),very good 😊,2026-06-22
5,(No title),good,2026-06-22
5,(No title),👍,2026-06-22
4,(No title),Good Responce,2026-06-22
5,(No title),brokrage bohot jayada hai,2026-06-22
5,(No title),good,2026-06-22
4,(No title),very good,2026-06-22
5,(No title),good 😊,2026-06-22
1,(No title),pls option trading ke liye mat download karna only for investment options trading me jis price par buy karoge gtt order use jyda hi honga bekar app,2026-06-22
5,(No title),good,2026-06-22
1,(No title),It shares customer personal data,2026-06-22
5,(No title),good,2026-06-22
4,(No title),good👍,2026-06-22
5,(No title),good,2026-06-22
5,(No title),good apps,2026-06-22
5,(No title),great app 👍,2026-06-22
1,(No title),"Groww is one of the worst trading apps right now. Its brokerage and other charges are very high, which can significantly reduce your profits.",2026-06-22
5,(No title),good 😊,2026-06-22
5,(No title),Good,2026-06-22
5,(No title),good,2026-06-22
5,(No title),gud,2026-06-22
5,(No title),Great,2026-06-22
5,(No title),Good,2026-06-22
2,(No title),Not up to mark as zerodha. Very confusing to handling mutual funds and F&O.,2026-06-22
5,(No title),nice app & transection very fast and no issues this is a good app for trading,2026-06-22
5,(No title),grow is super App for every one so my favorate Dmaite is ग्रोवव,2026-06-22
5,(No title),Best Useful App,2026-06-22
5,(No title),very good,2026-06-22
5,(No title),Good,2026-06-22
5,(No title),Excellent Experience,2026-06-22
4,(No title),aap warking slow,2026-06-22
5,(No title),good,2026-06-22
5,(No title),verry good,2026-06-22
5,(No title),groww app bahut hi achcha app hai,2026-06-22
5,(No title),good,2026-06-22
5,(No title),best,2026-06-22
5,(No title),good service but sometimes app gonna hang in mid trade 😞 that's give me loss booking so many times,2026-06-21
5,(No title),very good,2026-06-21
5,(No title),good,2026-06-21
5,(No title),good and super,2026-06-21
5,(No title),lovely App,2026-06-21
5,(No title),good,2026-06-21
5,(No title),am used 4 years user friendly 👍,2026-06-21
5,(No title),good,2026-06-21
5,(No title),very good trading app,2026-06-21
5,(No title),best👍,2026-06-21
4,(No title),Cok,2026-06-21
1,(No title),OTP 🤔🤔🤔🤔🤔🤔🤔🤔,2026-06-21
5,(No title),very good,2026-06-21
5,(No title),good aap,2026-06-21
5,(No title),super amazing nice service grow My फेवरेट app,2026-06-21
5,(No title),nice,2026-06-21
1,(No title),All apps have low charges but Groww More Charges You also charge less Please,2026-06-21
5,(No title),Groww app is bes,2026-06-21
5,(No title),friendly interface,2026-06-21
5,(No title),good,2026-06-21
5,(No title),Good,2026-06-21
5,(No title),best,2026-06-21
4,(No title),Excellent,2026-06-21
5,(No title),veri nice,2026-06-21
5,(No title),best sevice,2026-06-21
5,(No title),"""Great app for investing. Simple interface, smooth transactions, and easy portfolio tracking. Highly recommended for both beginners and experienced investors."" 👍📈",2026-06-21
5,(No title),good,2026-06-21
5,(No title),good,2026-06-21
1,(No title),worst update in 17.91.1 version as it's UI is not like previous one.. it should be when we touch equity row with price row..ie first row anywhere it should be open.. but is taking only left hand side if we touch equity.. UI is very lagging and slow.. plz improve app speed..,2026-06-21
5,(No title),Best Aap Grow tranding and upi,2026-06-21
5,(No title),ok,2026-06-21
4,(No title),nise,2026-06-21
5,(No title),easy to use for a new Bird so just do it dddsss,2026-06-21
5,(No title),super,2026-06-21
1,(No title),বালের অ্যাপ,2026-06-21
5,(No title),very good,2026-06-21
5,(No title),good response,2026-06-21
5,(No title),trust,2026-06-21
3,(No title),"Avoid purchasing Bonds from Groww aap, no Update, No response, No Details, No Upcoming Payout Msg/ Mail etc. Use Another platform for Bonds",2026-06-21
5,(No title),have nice app,2026-06-21
5,(No title),Best,2026-06-21
1,(No title),annoying ad,2026-06-21
5,(No title),Excellent app.,2026-06-21
4,(No title),good experience app I think I am huge investment of mutual fund vry good app guyss quickly download groww app..,2026-06-21
4,(No title),good app,2026-06-21
5,(No title),Very good platform,2026-06-21
5,(No title),good 👍,2026-06-21
5,(No title),trust,2026-06-21
5,(No title),its tu good 👍,2026-06-21
5,(No title),best 👌,2026-06-21
5,(No title),notifications if some share become at 52 weeks low. so that we can think for buying it.,2026-06-21
5,(No title),nice app 💯,2026-06-21
5,(No title),good,2026-06-21
5,(No title),good 👍,2026-06-21
5,(No title),very good,2026-06-21
5,(No title),very good,2026-06-21
5,(No title),Nice 👍,2026-06-21
5,(No title),best app groww,2026-06-21
5,(No title),very good,2026-06-21
5,(No title),excellent platform for trading,2026-06-21
5,(No title),fabulous,2026-06-21
5,(No title),nice,2026-06-21
4,(No title),very easy to operate,2026-06-21
4,(No title),good 👍 il,2026-06-21
5,(No title),very good,2026-06-20
5,(No title),good,2026-06-20
5,(No title),Elegant service,2026-06-20
5,(No title),This app is great for trading and investing.,2026-06-20
5,(No title),good,2026-06-20
1,(No title),"Hi Team, I started opening my Groww account 20 days ago, but I am still unable to log in. The app shows ""Your Journey reset is in progress"" every time. Kindly check my account status and help resolve this issue as soon as possible.",2026-06-20
5,(No title),good,2026-06-20
5,(No title),good,2026-06-20
5,(No title),it's very good app.easy to use,2026-06-20
5,(No title),nice 👍,2026-06-20
5,(No title),Good 👍,2026-06-20
5,(No title),good app,2026-06-20
5,(No title),very good app. all in single place.,2026-06-20
5,(No title),nice,2026-06-20
5,(No title),Install and Launch to earn reward,2026-06-20
5,(No title),nice,2026-06-20
5,(No title),Very happy with this app,2026-06-20
5,(No title),this is best app ever ⚡,2026-06-20
5,(No title),व्हेरी good,2026-06-20
5,(No title),woahhhh,2026-06-20
5,(No title),very very nice app,2026-06-20
5,(No title),good 👍🏻,2026-06-20
5,(No title),good,2026-06-20
5,(No title),best,2026-06-20
5,(No title),very nice app.,2026-06-20
5,(No title),simple function,2026-06-20
5,(No title),supereb but high commission taken app,2026-06-20
5,(No title),very good,2026-06-20
5,(No title),good,2026-06-20
5,(No title),good,2026-06-20
5,(No title),nice,2026-06-20
1,(No title),bokes bad aap,2026-06-20
5,(No title),good 👍,2026-06-20
5,(No title),Best wishes,2026-06-20
5,(No title),bestt,2026-06-20
5,(No title),super,2026-06-20
5,(No title),good 👍,2026-06-20
5,(No title),"add cashback or rewards on Groww upi payment 🙂, very nice and easy to use app it deserves 10 stars ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐✅📈",2026-06-20
5,(No title),exilent,2026-06-20
5,(No title),easy to use and learn investment,2026-06-20
5,(No title),Decent app,2026-06-20
5,(No title),One of the best app of broking. The last update was more better as before when we were looking for financial performance of any company that was more easy to understand.,2026-06-20
2,(No title),"The app stops when we switch to another app or mobile screen is locked. Limit orders in FNO are at market price by default which is not correct, it should blank as in the commodity section. We provide input but that doesn't get in till market price is deleted manually. it led to losses 2 times. also app crash in market hours which led to losses. Groww interface is better but it should be best by minimising the clutter and providing clear interface.",2026-06-20
